cleaned_text,cluster,attribute
clean security group code plugin clean security group code plugin cleans unneeded code plugin security groups added code need modified change id idcdacbafcea,2,performance
xenapi fix netwrap support security group xenapi support neutron security group implementation give support neutron security group xenserver compute driver using openvswitch ovs agent compute node execute linux commands correctly due xenserver driver lacking support change id ifadedceefcceb implements blueprint xenserver give support neutron security group,2,performance
arch design consolidating security content arch design consolidating security content consolidate reorganise security content current guide draft guide change id iccfbfcdbbaecbbbacbbf implements blueprint arch guide mitaka reorg,7,documentation
add missing security context heat pods containers implement helm toolkit snippet heat pods containers updates heat chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ibadfcababbc,1,security
add missing security context keystone rally tests add missing security context keystone rally tests change id iafaddddbcaef,1,security
add missing security context horizon test pods containers implement helm toolkit snippet horizon test pods containers updates horizon chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iccdfaacaafefbdedaee,1,security
split neutron security groups client split neutron security groups client splitting security groups client neutron partially implements blueprint consistent service method names change id iafdedfbdccffadd,0,documentation
remove cretaed security group shared resource remove cretaed security group shared resource avoid issues like lp remove security group shared resources also add secutiry group cleanup novanetworkscenariotest change id ifedafdbbbebdbccfbb closes bug,2,performance
fixed comments port security group test fixed comments port security group test change id icebeeeaebfdbabae,5,performance
rename references compute security groups client rename references compute security groups client single network client split multiple clients one called securitygroupsclient patch renames references compute security groups client security groups client changed compute security groups client avoid confusion conflicts new neutron security groups client code reference nova neutron security groups clients partially implements blueprint consistent service method names change id icdeebdfbafd,0,documentation
remote security group name displayed rule remote security group name displayed rule security group rule list command updated display remote security group name security group rule done via new remote security group column output security group rule create security group show commands also updated include remote security group information instead raw group information returned api layer change id ifcdcabc closes bug,2,performance
fix update port security group change remote group involved fix update port security group change remote group involved security group changes update port work properly security rules remote group acls related port remote group updated group membership change patch fixes problem closes bug change id icffcbbcddcdafbc,2,performance
create unit tests test v v security group rules create unit tests test v v security group rules branch classifier type model ipvclassifier covered unit test typo slipped bad change id idecdeeaefcba,2,performance
add source security group support create rule add source security group support create rule security group rule create command updated support source security group either source ip address block source security group specified creating rule default remains change id ifdecaddeeaeeebe closes bug,2,performance
revert improve security policy update rules transactions revert improve security policy update rules transactions reverts commit acbdfcdddafdbc change id ibbcadcdeefefafd,4,documentation
revert improve security policy update rules transactions revert improve security policy update rules transactions reverts commit acbdfcdddafdbc change id ibbcadcdeefefafd,4,documentation
revert improve security policy update rules transactions revert improve security policy update rules transactions reverts commit dfafdedacdcede change id iddbcadfdfcbaf,4,documentation
revert improve security policy update rules transactions revert improve security policy update rules transactions reverts commit ddcecaadceaaefbc change id iaabaffffbadfbfd,4,documentation
improve security policy update rules transactions improve security policy update rules transactions use policy rules attribute instead adding child rules expected better performance nsx side change id iabfadbafec,4,documentation
improve security policy update rules transactions improve security policy update rules transactions use policy rules attribute instead adding child rules expected better performance nsx side change id iabfadbafec,4,documentation
improve security policy update rules transactions improve security policy update rules transactions use policy rules attribute instead adding child rules expected better performance nsx side change id iabfadbafec,4,documentation
add wait realized security policies add wait realized security policies change id icacfababdacbab,7,documentation
ovn fix db sync util traceback port security enabled ovn fix db sync util traceback port security enabled change id idedabbbdccefd closes bug cherry picked commit dddbdddfbfdeefdbbf,5,performance
add wait realized security policies add wait realized security policies change id icacfababdacbab,7,documentation
add wait realized security policies add wait realized security policies change id icacfababdacbab,7,documentation
add security service share networks add security service share networks patch adds dynamic security service configuration provided new manila tempest plugin dictopt patch manila tempest plugin able perform tests using real security services configurations provided administrator new config option called share security service change id idfcdfadaaedddcdddeb closes bug,6,security
add missing security context ranger pods containers add missing security context ranger pods containers updates ranger chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iccaecacfbdcdabe,1,security
add missing security context barbican test pods containers implement helm toolkit snippet barbican test pods containers updates barbican chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ibbcfafebcadeacafba,1,security
add missing security context glance pods containers implement helm toolkit snippet horizon pods containers updates horizon chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iacfacbddbccfaefcb,1,security
add missing security context cinder pods containers implement helm toolkit snippet cinder pods containers updates cinder chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ifafedbaaedadfcaefe,1,security
add missing security context keystone pods containers add missing security context keystone pods containers updates keystone chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iacaefaedefdbfcd,1,security
add missing security context neutron pods containers implement helm toolkit snippet neutron pods containers updates nova chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iccecebbdcdfadfadbd,1,security
add missing security context nova pods containers implement helm toolkit snippet nova pods containers updates nova chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ibafcfccffafdbff,1,security
add missing security context ranger agent pods containers add missing security context ranger agent pods containers updates ranger agent chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ifedaedd,1,security
add description security group rules add description security group rules change id icabfdcfbb closes bug,2,performance
implement classifiergroup security group conversions wip convert classifiergroup security group change id ibddbcadddadbfcb,2,performance
add bandit tox security static analysis add bandit tox security static analysis bandit tool designed find common security issues python code change adds bandit target tox ini config file bandit yaml borrowed run bandit tox e bandit https github com openstack bandit blob master bandit config bandit yaml change id ibdeeddccecefebb,7,documentation
docs classifier example security group rule docs classifier example security group rule change id icffbfdafefeaafbfbd,2,performance
change security group id uuid int change security group type uuid int security group id uuid int occurance security group changed partial bug change id iaecacbabacfbf,2,performance
refactor order security group class names refactor order security group class names per comment refactor security group class names alphabetical order https review openstack org c change id ifacdabcffcbdf,2,performance
doc add security group security group rule doc add security group security group rule add missing command list documentation security group security group rule commands addition update command description argument help fix minor issues use consistent terminology change id ifafbacfedfe,2,performance
allow security group rule update allow security group rule update neutron allow security group rules updated patch set removes update support security group rules change id iaabcbcbffcdccafb closes bug,2,performance
add security context snippet tungstenfabric container add security context snippet tungstenfabric container change id idbefecdcfbddcde signed andrii ostapenko andrii ostapenko att com,1,security
add missing security context sonobuoy pods containers add missing security context sonobuoy pods containers updates sonobuoy chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iccabfbaebfbb,1,security
add missing security context elasticsearch pods containers add missing security context elasticsearch pods containers updates elasticsearch chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id idfbfdecaebbfbefc,1,security
bvs add missig api listening security group updates bvs add missig api listening security group updates change id ifcaacddffdefeacfcbe,2,performance
bvs add missig api listening security group updates bvs add missig api listening security group updates change id ifabfcbaacfe cherry picked commit decacdbaebddcbab,2,performance
bvs add missig api listening security group updates bvs add missig api listening security group updates change id ifabfcbaacfe cherry picked commit decacdbaebddcbab,2,performance
bvs add missig api listening security group updates bvs add missig api listening security group updates change id ifabfcbaacfe,2,performance
kubernetes fix cadvisor port added security group kubernetes fix cadvisor port added security group change id iddbcbfceeffc closes bug cherry picked commit dcbafcfcbcaedcbda,2,performance
make libvirt migration security configurable make libvirt migration security configurable adding flags choose tls tcp connections well sasl none authentication configuring libvirt migration allows deploy proper libvirt security combination nova compute class change id ibafcddfdedfbfabaaeceef cherry picked commit ceedccbcbedcbd,7,documentation
make libvirt migration security configurable refactor libvirt migration configurable adding flags choose tls tcp connections well sasl none authentication configuring libvirt migration allows deploy proper libvirt security combination nova compute class change id ibafcddfdedfbfabaaeceef,7,documentation
adding security checklist adding security checklist adding separate section neutron checklists added bunch checks harden configuration files set certain configuration keys secured communication change id iadeeddbfaddeefd,7,documentation
add team diverse affiliation security osc add team diverse affiliation security osc security diverse affiliation security openstack client diverse affiliation openstack client change id ieebaaaeedfbbdfbb,7,documentation
minor change shared file sys security services file minor change shared file sys security services file corrected typo associated change id icaafecaeaabdadeef,7,documentation
add test security error message add test security error message test added shows message given securityerror resulting string whether debug enabled got extra text says disabling debug change message change id iceeeaaffeefec partial bug,7,documentation
adding security checklist adding security checklist adding separate section horizon checklists added bunch checks harden configuration files set certain configuration keys secured communication change id ieecaacdfddcafaabfff partial bug,7,documentation
adding security pulse testcases adding security pulse testcases change id iecdbdbbcadb,7,documentation
added security test cases password encryption check added security test cases password encryption check change id idaadefaaedcaebdd,7,documentation
added security test cases log files added security test cases log files change id ieacdafaebfcbabdceadc,7,documentation
continuous systems management security guide continuous systems management security guide references section openstack security primer link music piracy blog exist owner took fix remove reference change id icafbcddccbdfeb closes bug,7,documentation
fixes ipv security group rules prefix length fixes ipv security group rules prefix length hyper v add extended acls ipv ip addresses remoteipaddress field removes length remote address field change id ibafecdabde closes bug cherry picked commit fcebaeacaebdba,2,performance
fixes ipv security group rules prefix length fixes ipv security group rules prefix length hyper v add extended acls ipv ip addresses remoteipaddress field removes length remote address field change id ibafecdabde closes bug,2,performance
added security guide shared file systems service wip added security guide shared file systems service added security guide shared file systems service change id ieeeacabfdffded closes bug,7,documentation
disable security oozie ambari disable security oozie ambari temporary disable security oozie ambari plugin returned sahara oozie client able authenticate change id iecfccefbaadf,7,documentation
add missing security context ceph rgw ceph osd pods containers add missing security context ceph rgw test pods containers updates ceph rgw chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ibbafcacdbeadcadcac,1,security
add missing security context promethues postgresql pods containers add missing security context promethues postgresql pods containers updates chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id icbadedbacfbcfbefb,1,security
arch design convert legal security rst arch design convert legal security rst change id iefbabdcbdafeccdc implements blueprint archguide mitaka rst,7,documentation
set security group provider rule icmpv ra dvr set security group provider rule icmpv ra dvr security group provider rules ra set vm ports router interface added updated vm instance created case dvr routers security group provider rule allow ra packets flow vm port input chain missing vm able get slaac dhcp address associated dvr router fix add security group rule vm port input chain allow ra packets flow vm hence vm obtain ip address assigned router closes bug conflicts neutron db securitygroups rpc base py change id ibbdcfebddebf,2,performance
add help text ipv security roles add help text ipv security roles implementation already still missed example help text change id idcaacfddcca,7,documentation
set security group provider rule icmpv ra dvr set security group provider rule icmpv ra dvr security group provider rules ra set vm ports router interface added updated vm instance created case dvr routers security group provider rule allow ra packets flow vm port input chain missing vm able get slaac dhcp address associated dvr router fix add security group rule vm port input chain allow ra packets flow vm hence vm obtain ip address assigned router closes bug change id ibbdcfebddebf cherry picked commit adccfaabbccbfca,2,performance
fix paths updates security repositories according new scheme repos fix paths updates security repositories according new scheme repos change id ibacfbbdfbabaeaaaedd related bug,7,documentation
add neutron security groups scenarios add neutron security groups scenarios patch adds following scenarios create list neutron security groups create delete neutron security groups create update neutron security groups change id icdfabeebffcadf,0,documentation
expand security groups get hostvars server expand security groups get hostvars server add call list server security groups meta get hostvars server replaces minimal list security group names detailed information includes security group ids change id iabefdcceffdccfc,0,documentation
change configure access security instances change configure access security instances updated key description change id iaffbffadcbbbfbdddcd closes bug,7,documentation
set security group provider rule icmpv ra dvr set security group provider rule icmpv ra dvr security group provider rules ra set vm ports router interface added updated vm instance created case dvr routers security group provider rule allow ra packets flow vm port input chain missing vm able get slaac dhcp address associated dvr router fix add security group rule vm port input chain allow ra packets flow vm hence vm obtain ip address assigned router closes bug change id ibbdcfebddebf,2,performance
caches security group rule acls caches security group rule acls order avoid querying mentioned wmi objects adds cache verifying existence security group rules using cache instead partial bug change id idffeefcaebb,2,performance
add security group support using ovn acls wip security group support patch implements neutron security groups creating appropriate acls ovn northbound database currently wip depends code yet merged ovn still needs testing change id iddcabfbadbdfacefadb,2,performance
never run flask debug mode poses security risk never run flask debug mode poses security risk change id iccbcfcfbfaaebb closes bug,7,documentation
v v ipv security controls v ipv security controls mainly documentation commit one special case two exceptions change id ibfdfaaedbafafcbdfd,7,documentation
add test checking intra security group isolation add test intra security group isolation default security group may allow packets packets originate peers security group aka intra sg new test ensures even cases servers able obtain address via dhcp depends https review opendev org c related bug change id icebabffacbbdecccbbafca signed flavio fernandes flaviof redhat com,2,performance
avoids rebinding security group rules avoids rebinding security group rules previously logic introduced ensure given security group rules applied need force rebinding agent restarts partial bug change id iddbeafaadfdefcddfcede,2,performance
move security group setting kubecluster yaml move security group setting kubecluster yaml currently security group created kube masters kube minions redundant patch moves security group setting kubecluster yaml share change id idbcdbccbffbbcdead closes bug,2,performance
test fuel security updates test fuel security updates change id iddeccfeddbabca,7,documentation
kubernetes fix cadvisor port added security group kubernetes fix cadvisor port added security group change id iddbcbfceeffc closes bug,2,performance
kubernetes fix cadvisor port added security group kubernetes fix cadvisor port added security group change id ibdedefbdddbdeeca closes bug,2,performance
adding security groups error types constants adding security groups error types constants change id iebeedceadc,0,documentation
minor update security group tests minor update security group tests updating neutron error types change id iebababffedefaeaeaea,2,performance
added ipv support security groups ovs dpdk firewall added ipv support security groups ovs dpdk firewall added support ipv sg ovs dpdk firewall uts testing new functionality change id idecebdbddbecaaace,0,documentation
implementation security groups ovs dpdk driver implementation security groups ovs dpdk driver implementation based ovs learn actions new rule manually added security group ingress egress create mirror action allow traffic one return notes ipv manual rules support yet change id iecbaedfbdbbaa,0,documentation
honor refresh config creating default security group honor refresh config creating default security group logic ensure project default security group created also creates entry quota usages table track usage security group sets refresh none rather using value conf refresh like every quota usages entry means tracked security group usages risk getting sync actual usages bypass healing mechanism quotas use changes security group quota creation honor refresh change id icddedabdcbebfe closes bug,2,performance
assures security group rules added first assures security group rules added first closes bug change id icaadeadbeedcbbf cherry picked commit addfaacbcdbeefc,2,performance
assures security group rules added first assures security group rules added first change id icaadeadbeedcbbf,2,performance
nsx v port security support nsx v port security support patch adds port security address pairs extensions nsx v plugin patch also includes core neutron unit tests extensions nb good bit manual testing code find problems however fully vested impl details would good get burn code others change id iacaaaccfccce,5,performance
initial security documentation initial security documentation documentation explains security measures already place openstack ansible deployments security hardening role grows section additional details around security improvements within openstack ansible project implements blueprint security hardening closes bug change id iabadbaaffeeeba cherry picked commit dcabdfefcacabb,7,documentation
update indexes adding security repo mapr plugin update indexes adding security repo mapr plugin root cause bug repo necessary package exists indexes updated package available closes bug change id iaedeaedadcee,7,documentation
initial security documentation initial security documentation documentation explains security measures already place openstack ansible deployments security hardening role grows section additional details around security improvements within openstack ansible project change id iabadbaaffeeeba,7,documentation
adding security checklist adding security checklist adding separate section block storage checklists added bunch checks harden configuration files set certain configuration keys secured communication change id idbaabbffcaaafceaccbe partial bug,7,documentation
add user story security policy enforcement enterprise add user story security policy enforcement enterprise initial draft change id icbecfbbdfbbbefe,4,documentation
use security group id name create instance dialog use security group id name create instance dialog possible create multiple security groups name launching instance error error multiple security group matches found name foo use id specific solution use group id instead group name form works neutron nova network requires groups passed name also passes name internally several places change id ieacdafdeabf partial bug cherry picked commit bcaddfdac,2,performance
add security libvirtd add security libvirtd allow libvirt accessed management network change id idbeefebfdbafdd closes bug,7,documentation
use security group id name create instance dialog use security group id name create instance dialog possible create multiple security groups name launching instance error error multiple security group matches found name foo use id specific solution use group id instead group name form sure compatible change neutron nova network discussions bug bug old change id ieacdafdeabf closes bug,2,performance
adding security checklist adding security checklist adding seperate section compute checklists added bunch checklist harden configuration files set certain configuration keys secured communication change id iaaaafaefedabff partial bug,7,documentation
use random ips security service tests use random ips security service tests patch changes creation security services manila tempest use randomized ip addresses instead name like strings dns ip server fields use name like string dns ip field make sense positive test perspective server field ambiguous whether take ip hostname since nearly anything take hostname also accept ip necessarily reverse e g netapp drivers expecting ip makes sense use ip well cater broader audience rand ip method ideal location preference would push method make tempest lib common utils data utils package along rand whatever methods however submitted accepted released need live inside manila tests temporarily closes bug change id idbebeccafaba,6,security
populate port security default network populate port security default network previously default value would populated attr api controller codes plugin service plugins call plugin create network directly l default value populated patch fixes populating default port security value network data addition network without port security set also give default value populate return network dict object let extension construct response dictionary gracefully existing network co authored gong yong sheng gong yongsheng cloud net change id iabcdffee closes bug closes bug closes bug cherry picked commit feddbfaefcafdb,5,performance
fixes neutron security groups swarm bay type fixes neutron security groups swarm bay type previously security group rules blocking traffic except ssh icmp swarm manager traffic causes container traffic blocked patch opens security rules better solution developed secure magnum nodes allowing containers communicate freely closes bug change id idcbefcfdacba,0,documentation
ovn fix db sync util traceback port security enabled ovn fix db sync util traceback port security enabled change id idedabbbdccefd closes bug,5,performance
add pod container security context promenade charts add pod container security context promenade charts updates coredns haproxy etcd chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag change id ibbeaacdcdcbcaca,1,security
apply mandatory pod security policies upgrade apply mandatory pod security policies upgrade ansible applies mandatory pod security policies applied upgrade commit adds migration script apply pod security policy file applied ansible bootstrap closes bug change id icfbfafdbebfcecfaaf signed jerry sun jerry sun windriver com,7,documentation
minor changes security hardening spec adding cody security hardening spec change id icccbbbadffc,7,documentation
add ssh security issue relnotes add ssh security issue relnotes change id icffacefafbfecbd,7,documentation
spec security hardening adding security hardening spec change id ibbdfdfcdcfafefac,7,documentation
fix security bridge flows added issue fix security bridge flows added issue security bridge flows added openvswitch restart keyerror fixed keyerror issue patchset change id iccfaedacdb,7,documentation
implemented enhanced security group rpc ovsvapp implemented enhanced security group rpc ovsvapp security group rules devices rpc brings huge payload adverse impacts rabbitmq message bus leading message timeouts also uses lot server processing time new rpc delegates processing back agents helps decrease load message bus help draining rpc queue faster rate change id ifaffcbdfbfdf co authored sudhakar babu gariganti sudhakar babu gariganti hp com,2,performance
fix quota usage tracker security group rules fix quota usage tracker security group rules simple patch ensures usage security group rules marked dirty security group rule deleted aim security group rule deleted using orm order ensure sqlalchemy even fired closes bug change id iefefedecceadfcaebafd cherry picked commit bbbbbaafbfacabfdeceadec,2,performance
fix quota usage tracker security group rules fix quota usage tracker security group rules simple patch ensures usage security group rules marked dirty security group rule deleted aim security group rule deleted using orm order ensure sqlalchemy even fired closes bug change id iefefedecceadfcaebafd,2,performance
blueprint websockify security proxy framework blueprint websockify security proxy framework blueprint proposes generic framework supporting man middle authentication encryption websockify hypervisor graphics servers also proposes reference driver framework tls security spec blueprint websocket proxy host security change id iffaabfffafbbdceaaaaddde previously approved juno kilo,7,documentation
nsx v port security plumbing nsx v port security plumbing patch includes plumbing nsx v port security port come subsequent patches particular patch refactors nsx v nsxlib rest client adds rest resource nsx v switching profiles leveraged port security implementation unit tests included change id icccbfccffea,5,performance
update links management interfaces security guide update links management interfaces security guide management interfaces section security guide two links management utilities redirect user guide correctly go sections referenced security guide fix update links point command line client overview download source openstack rc file section change id iacbafeccdccacf closes bug,7,documentation
delete security group bindings port delete delete security group bindings port delete delete security group bindings neutron db backend port deletion change id ibeadcfcefdeafcfeacdbdb,2,performance
add simple test port security vs security group add simple test port security vs security group change id ibbaadffbcadfdbdd,5,performance
add missing api listening security group update add missing api listening security group update change id icdaabeddeebfa,2,performance
add missig api listening security group updates add missig api listening security group updates change id idcfccacaefd,2,performance
add update security group compute v networking v add update security group compute v networking v change id iffcabceefceab closes bug,2,performance
grammar error section compartmentalize compliance overview security guide grammar error section compartmentalize compliance overview security guide section compartmentalize url following description systems segregated way one machine way right way suggested description following systems segregated way one machine closes bug change id ieecefcdeebfdbfa,7,documentation
update release tags security deliverables update release tags security deliverables change id idddfabdbae,7,documentation
support address groups security group rules support address groups security group rules specification describes support address groups security group rules change id ibafdeedffbcfddfdbb related bug,2,performance
allow user unset security service params allow user unset security service params impossible unset value security service set allow user set security service params dns ip server domain user password name description empty value closes bug change id ifeafbfadcc,6,security
add unit tests security group default rules add unit tests security group default rules patch adds unit tests security group default rules client module change id ibecfabccfcdcbd,2,performance
fix add requests security extras fix add requests security extras allow urllib configure ssl use appropriately thereby making requests use change id icaadcdcefcfde,7,documentation
adds ipv support auto security group filter ipv cidr generate auto security group rule heat infra engine uses aws ec securitygroup aws ec securitygroup support ipv private network ipv subnet cluster launch always failed patch filtering ipv subnet cidr generate security group rule change id ieaacdddefafefeceeabbbb closes bug,2,performance
add security group id port add security group id port adds writes port security group id nb db change id icdbbbdbadfdedecfd,5,performance
add security group rule create delete plugin add security group rule create delete plugin add security group create delete functionality plugin nb db change id ibcaaaebaeacdc,2,performance
wording security groups incorrect wording security groups incorrect wording security groups tab edit instance window wrong patch correcting current string add remove security groups project new string add remove security groups instance change id idafbdadacdcaebacfce closes bug,0,documentation
fix problem using auto security groups heat fix problem using auto security groups heat change id ifeaccdcdbdaec closes bug,0,documentation
devstackgaterc run security group tests devstackgaterc run security group tests think subset security group tests fine run require api manage security groups working change id ifedceeddecafe signed russell bryant rbryant redhat com,2,performance
test tempurl security bug test tempurl security bug test related tempurl security bug https bugs launchpad net swift bug change id iccebdddffdcbdafa,7,documentation
adding security groups quota tests adding security groups quota tests adding security rules per group quota test adding security groups per tenant quota test adding security rules per tenant quota test change id ifccbfbefbeadfeaeeb,0,documentation
corrected security group documentation corrected security group documentation replaced outdated security group documentation reference current reference documentation security groups default behavior change id idecfccfffcca closes bug,2,performance
revert make nova network use conductor security groups refresh revert make nova network use conductor security groups refresh change reverts commit bcdfefdbbdacbb makes network manager go back issuing security group refresh calls directly instead going conductor compute api call converted objects related blueprint liberty objects change id iebeeabbddfb,0,documentation
add system tests security scans add system tests security scans test types fuel master credentialed patch audit fuel master advanced web services tests ubuntu controller credentialed patch audit change id ibbfbbeccadbefcfdff,7,documentation
fix typo public security domain section fix typo public security domain section change id iabcfafbebbc implements blueprint arch guide,7,documentation
add default sorting security groups table add default sorting security groups table security groups table project access security initially ordered group uuid string makes table appear randomly sorted patch adds default sorting groups name attributes change id icaeeefecdffeeefcbe closes bug,0,documentation
remove wide egress rules prs security groups remove wide egress rules prs security groups order avoind unwanted outgoing traffic patch completely eliminates egress rules replaces correct set rules filtered providers consumers cidrs change id icbeaaebfdfcdfb closes bug,0,documentation
remove wide egress rules prs security groups remove wide egress rules prs security groups order avoind unwanted outgoing traffic patch completely eliminates egress rules replaces correct set rules filtered providers consumers cidrs change id icbeaaebfdfcdfb closes bug,0,documentation
architecture design guide security content architecture design guide security content adding security content legal security requirements chapter reducing duplication adjusting sentences clarity change id idedcfdaddaadffcd implements blueprint arch guide,7,documentation
networking tricircle core plugin security group networking tricircle core plugin security group initial implementation include option use ml seem better use core plugin control process includes neutron side plugin replaces ml plugin one actual network changes instead forwards cascade service change id iceadabdaffbceefff,7,documentation
fix paths updates security repositories according new scheme repos fix paths updates security repositories according new scheme repos change id ibacfbbdfbabaeaaaedd related bug,7,documentation
prevent writing security repos twice mapr plugin prevent writing security repos twice mapr plugin registration precise lucid security repos moved separate bash script executed case non prebuilt images prebuilt images already contains repos change id iebfaeceeddaadce closes bug,7,documentation
point japanese rst security guide point japanese rst security guide japanese security guide converted rst published update links change id iddafeaddfccbfc,7,documentation
update security guide links update security guide links redirect old contents new index html since pages different names update links guide remove links pdf since publish pdf file change id idefcbedcabcbaacfdfac,7,documentation
adding bandit security static analysis testing swift adding bandit security static analysis testing swift change adds basic bandit config swift invoked running tox environment bandit tox e bandit initial step using bandit swift revisited improve testing learned specific needs swift code base tox configured show results high severity results https wiki openstack org wiki security projects bandit partially implements swift bandit change id ibeaaefaeaddbecf,7,documentation
publish japanese security guide publish japanese security guide japanese guide ready publishing change id ibefacbfadaba,7,documentation
networking services openstack security guide rewrite clarity networking services openstack security guide rewrite clarity rewrite sections network services page clarity fixes bug change id icbdeaedeedaef,7,documentation
fix paths updates security repositories according new scheme repos fix paths updates security repositories according new scheme repos closes bug change id ibfbecffcbddab,7,documentation
adds security test check command injection vulnerabilities adds security test check command injection vulnerabilities security test verify whether create service api vulnerable command injection common injection strings supplied fields json input see api invocation succeeds indicates vulnerability change id iefcdbefccbfcfeacf implements blueprint command injection vulnerability,7,documentation
added basic security groups functional test ovsvapp part added basic security groups functional test ovsvapp part test flows consistent across ovsvapp cluster change id iabaadbacaeaccae co authored ashish kumar gupta ashish kumar gupta hp com,0,documentation
add conntrack tool manage security groups add conntrack tool manage security group patch introduce conntrack tool manage security group security group rule deleted use conntrack tool delete invalid ip connectivity partially implements bp conntrack security group change id ibfddaaaeaefcbdb,2,performance
add japanese rst security guide draft add japanese rst security guide draft reference new draft translation change id iefffcfbbabccfda,7,documentation
build japanese rst security guide build japanese rst security guide build publish draft japanese rst security guide sets infrastructure building merge japanese translation file imported security guide rst source locale ja lc messages security guide rst po change id ifabcdebfbdefdbbe,7,documentation
add section security group neutron add section security group neutron add new section operation guide explain security group settings using neutron command change id ideadbdbafbdacefeffadeb closes bug,2,performance
add bandit security static analysis testing add bandit security static analysis testing change adds basic bandit config cinder invoked running tox environment bandit tox e bandit intended starting point using bandit cinder revisited improve testing learned specific needs cinder code base change id ieccaedfaacacbbdfbaedcaf,7,documentation
fix response params security groups rules fix response params security groups rules following response parameters tables security groups rules security groups wrong parameter name create security group security groups security group show security group security groups security group show security group rule security groups rules security group rule change id icebfacefadbac closes bug,0,documentation
delete entry list security group rules table delete entry list security group rules table response parameters table list security group rules unnecessary entry two tenant id entries table latter unnecessary one tenant id response parameter id tenant owns security group rule change id idaffebfabeeacd closes bug,2,performance
add security libvirtd add security libvirtd allow libvirt accessed management network add new define managing rules multiple sources change id ieddeccccaaee closes bug,7,documentation
fix description security group api fix description security group api client specify nova returns http badrequest response client http git openstack org cgit openstack nova tree nova compute api py n parameter description security group api required change id icbffebbaebcbea,2,performance
add conflict error code delete security group add conflict error code delete security group change id ieefacafdefaeeffbe closes bug,2,performance
fixes security group compute api docs fixes security group compute api docs change id iddfcdfbeaaaaeafc closes bug,2,performance
note use allow related security groups note use allow related security groups security group docs said use allow acl action really want use allow related difference want allow return traffic opened connection passed security group rule related thread ovs dev list http openvswitch org pipermail dev july html change id idefbdaeaafbecceddccf signed russell bryant rbryant redhat com,0,documentation
adds security test check authorization vulnerabilities adds security test check authorization vulnerabilities security test verify whether create service api vulnerable authorization attacks attempt create services without tokens invalid tokens user tokens attempts fail change id ibaeaadaafefcf implements blueprint security authorization,7,documentation
wait nova server deleted deleting security group wait nova server deleted deleting security group adds second wait loop nova server resource deleted trying delete related security group hit error nova api basically copy done deleting cinder server resource added notes clean wait option openstack server delete command python openstackclient least global requirements wait least release since stable kilo caps osc closes bug change id icdbfcdafbdcbb,2,performance
added basic security groups functional test ovsvapp part added basic security groups functional test ovsvapp part test icmp security group rule type code change id idcffaafecceebccdeb,0,documentation
added basic security groups functional test ovsvapp part added basic security groups functional test ovsvapp part test port creation multiple security group change id idafadeffbef,0,documentation
added security group network added security group network easy practice devstack change id icfebeddcbbaeafefcac,2,performance
fixing todos security services section fixing todos security services section instance management chapter changing doc link introduction chapter security boundaries threats section changing doc link networking chapter ref link pointing security groups label change id icfcfdeafedadcdcfbe partial implements sec guide rst,7,documentation
add bandit security static analysis testing add bandit security static analysis testing change adds basic bandit config nova invoked running tox environment bandit tox e bandit intended starting point using bandit nova revisited improve testing learned specific needs nova code base change id ibfaacfcaaff,7,documentation
adding security guide rst build dir ignore adding security guide rst build dir ignore change id ibfbeaeadbdbaddbecfa,7,documentation
add rst security guide draft index add rst security guide draft index security team started working rst version guide add link change id iafdececeebbaabebe,7,documentation
setup rst security guide setup rst security guide add files rst conversion security guide guide published docs openstack org draft security guide rst conversion happens translations currently disabled guide conversion add tooling guide gets build automatically add initial content note files imported directory imported openstack manuals automatically change stubs right building change id idfcdaceefaebfdfceaab,7,documentation
